epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2816.59,1.63307,1.49687,1.47429,0.81136,0.73366,0.83249,0.42411,1.69204,1.21831,1.52076,0.0009415,0.0009415,0.0009415
185,2834.28,1.63742,1.47901,1.4799,0.76961,0.75203,0.83014,0.42818,1.68527,1.23405,1.515,0.000892,0.000892,0.000892
186,2851.84,1.64138,1.50908,1.48631,0.79652,0.72088,0.82594,0.42441,1.69396,1.25299,1.51656,0.0008425,0.0008425,0.0008425
187,2869.43,1.63068,1.48487,1.46799,0.76171,0.76513,0.82834,0.42369,1.69668,1.25394,1.52405,0.000793,0.000793,0.000793
188,2887.25,1.6256,1.49503,1.47225,0.82571,0.76047,0.83883,0.4278,1.70399,1.22118,1.52595,0.0007435,0.0007435,0.0007435
189,2904.96,1.6284,1.50826,1.47736,0.77959,0.73377,0.82203,0.41959,1.70092,1.21595,1.51793,0.000694,0.000694,0.000694
190,2922.3,1.60762,1.46862,1.46616,0.81182,0.7461,0.83424,0.43238,1.68392,1.19831,1.51567,0.0006445,0.0006445,0.0006445
191,2952.89,1.67551,1.43859,1.5293,0.80171,0.74636,0.82205,0.4231,1.69085,1.20933,1.51252,0.000595,0.000595,0.000595
192,2970.54,1.62735,1.36896,1.50607,0.79414,0.75566,0.83167,0.42816,1.69689,1.20437,1.51553,0.0005455,0.0005455,0.0005455
193,2988.38,1.61809,1.32515,1.49233,0.82716,0.76561,0.84273,0.43029,1.68085,1.17988,1.50994,0.000496,0.000496,0.000496
194,3005.46,1.62236,1.32109,1.48661,0.82471,0.75668,0.8423,0.42579,1.67401,1.1779,1.51311,0.0004465,0.0004465,0.0004465
195,3023.15,1.60648,1.2891,1.47611,0.81405,0.74162,0.84443,0.42668,1.67413,1.16343,1.50965,0.000397,0.000397,0.000397
196,3040.61,1.59132,1.26651,1.47205,0.83016,0.7491,0.85176,0.43258,1.67542,1.16036,1.50163,0.0003475,0.0003475,0.0003475
197,3058.13,1.59128,1.27741,1.48409,0.83449,0.77288,0.85909,0.43391,1.67263,1.14746,1.49889,0.000298,0.000298,0.000298
198,3075.74,1.60838,1.27202,1.48742,0.83563,0.76612,0.84705,0.42837,1.67724,1.16284,1.49977,0.0002485,0.0002485,0.0002485
199,3092.91,1.59173,1.27924,1.47846,0.86224,0.75584,0.86028,0.43402,1.67175,1.15213,1.5001,0.000199,0.000199,0.000199
200,3110.46,1.57454,1.26519,1.4666,0.87008,0.75082,0.86594,0.43786,1.66789,1.15054,1.49416,0.0001495,0.0001495,0.0001495
